Path Value Items,Path Value qty,Path Value rate,Email,Customer Phone Number,Customer Name,Business Description,Title,Zip Code,Customer Address Line 1,Customer Address Line 2,Invoice Description,Invoice Due Date,Invoice Tax,Invoice Number,Invoice Issue Date,Business Street Address,Business Country
Small Metal Sausages ,13,69,Willis_Koelpin4@yahoo.com,783-402-5895,Willis Koelpin,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,38556,353 Cara Shoals,Suchitlán,incididunt reprehenderit  commodo , 30-06-2023 ,10,BH45VRKCGGS04E5OPZV07U,12-05-2023,3741 Glory Road,"Tennessee, USA "
Handcrafted Concrete Shoes ,18,71,Willis_Koelpin4@yahoo.com,783-402-5895,Willis Koelpin,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,38556,353 Cara Shoals,Suchitlán,incididunt reprehenderit  commodo , 30-06-2023 ,10,BH45VRKCGGS04E5OPZV07U,12-05-2023,3741 Glory Road,"Tennessee, USA "
Ergonomic Frozen Pants ,24,45,Willis_Koelpin4@yahoo.com,783-402-5895,Willis Koelpin,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,38556,353 Cara Shoals,Suchitlán,incididunt reprehenderit  commodo , 30-06-2023 ,10,BH45VRKCGGS04E5OPZV07U,12-05-2023,3741 Glory Road,"Tennessee, USA "
Unbranded Plastic Towels ,71,78,Willis_Koelpin4@yahoo.com,783-402-5895,Willis Koelpin,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,38556,353 Cara Shoals,Suchitlán,incididunt reprehenderit  commodo , 30-06-2023 ,10,BH45VRKCGGS04E5OPZV07U,12-05-2023,3741 Glory Road,"Tennessee, USA "
Handcrafted Plastic Mouse ,101,64,Richard_Rodriguez@hotmail.com,402-261-8314,Richard Rodriguez,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,38556,355 Muller Field,Saint George,officia id laboris  magna non ut dolore , 05-07-2023 ,10,GQ083553191771SJV5QSSSM3D54,12-05-2023,3741 Glory Road,"Tennessee, USA "
Refined Wooden Chips ,65,97,Richard_Rodriguez@hotmail.com,402-261-8314,Richard Rodriguez,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,38556,355 Muller Field,Saint George,officia id laboris  magna non ut dolore , 05-07-2023 ,10,GQ083553191771SJV5QSSSM3D54,12-05-2023,3741 Glory Road,"Tennessee, USA "
Small Granite Fish ,46,33,Richard_Rodriguez@hotmail.com,402-261-8314,Richard Rodriguez,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,38556,355 Muller Field,Saint George,officia id laboris  magna non ut dolore , 05-07-2023 ,10,GQ083553191771SJV5QSSSM3D54,12-05-2023,3741 Glory Road,"Tennessee, USA "
Small Metal Mouse ,68,26,Richard_Rodriguez@hotmail.com,402-261-8314,Richard Rodriguez,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,38556,355 Muller Field,Saint George,officia id laboris  magna non ut dolore , 05-07-2023 ,10,GQ083553191771SJV5QSSSM3D54,12-05-2023,3741 Glory Road,"Tennessee, USA "
Intelligent Plastic Car ,106,24,Richard_Rodriguez@hotmail.com,402-261-8314,Richard Rodriguez,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,38556,355 Muller Field,Saint George,officia id laboris  magna non ut dolore , 05-07-2023 ,10,GQ083553191771SJV5QSSSM3D54,12-05-2023,3741 Glory Road,"Tennessee, USA "
Awesome Granite Ball ,23,23,Richard_Rodriguez@hotmail.com,402-261-8314,Richard Rodriguez,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,38556,355 Muller Field,Saint George,officia id laboris  magna non ut dolore , 05-07-2023 ,10,GQ083553191771SJV5QSSSM3D54,12-05-2023,3741 Glory Road,"Tennessee, USA "
Rustic Plastic Shirt ,35,63,Richard_Rodriguez@hotmail.com,402-261-8314,Richard Rodriguez,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,38556,355 Muller Field,Saint George,officia id laboris  magna non ut dolore , 05-07-2023 ,10,GQ083553191771SJV5QSSSM3D54,12-05-2023,3741 Glory Road,"Tennessee, USA "
Awesome Soft Ball ,97,25,Richard_Rodriguez@hotmail.com,402-261-8314,Richard Rodriguez,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,38556,355 Muller Field,Saint George,officia id laboris  magna non ut dolore , 05-07-2023 ,10,GQ083553191771SJV5QSSSM3D54,12-05-2023,3741 Glory Road,"Tennessee, USA "
Tasty Steel Chair ,44,89,Richard_Rodriguez@hotmail.com,402-261-8314,Richard Rodriguez,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,38556,355 Muller Field,Saint George,officia id laboris  magna non ut dolore , 05-07-2023 ,10,GQ083553191771SJV5QSSSM3D54,12-05-2023,3741 Glory Road,"Tennessee, USA "
Fantastic Granite Sausages ,116,78,Terri.Ernser@yahoo.com,415-897-1517,Terri Ernser,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,38556,231 Jayne Fields,Mwanza,in nulla voluptate dolore deserunt Lorem qui ut quis , 14-06-2023 ,10,BR3803519232323247276576065W3,12-05-2023,3741 Glory Road,"Tennessee, USA "
Small Frozen Cheese ,128,15,Terri.Ernser@yahoo.com,415-897-1517,Terri Ernser,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,38556,231 Jayne Fields,Mwanza,in nulla voluptate dolore deserunt Lorem qui ut quis , 14-06-2023 ,10,BR3803519232323247276576065W3,12-05-2023,3741 Glory Road,"Tennessee, USA "
Sleek Soft Shirt ,4,37,Terri.Ernser@yahoo.com,415-897-1517,Terri Ernser,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,38556,231 Jayne Fields,Mwanza,in nulla voluptate dolore deserunt Lorem qui ut quis , 14-06-2023 ,10,BR3803519232323247276576065W3,12-05-2023,3741 Glory Road,"Tennessee, USA "
Intelligent Soft Chair ,14,69,Terri.Ernser@yahoo.com,415-897-1517,Terri Ernser,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,38556,231 Jayne Fields,Mwanza,in nulla voluptate dolore deserunt Lorem qui ut quis , 14-06-2023 ,10,BR3803519232323247276576065W3,12-05-2023,3741 Glory Road,"Tennessee, USA "
Small Fresh Mouse ,111,81,Terri.Ernser@yahoo.com,415-897-1517,Terri Ernser,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,38556,231 Jayne Fields,Mwanza,in nulla voluptate dolore deserunt Lorem qui ut quis , 14-06-2023 ,10,BR3803519232323247276576065W3,12-05-2023,3741 Glory Road,"Tennessee, USA "
Handmade Granite Ball ,20,72,Terri.Ernser@yahoo.com,415-897-1517,Terri Ernser,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,38556,231 Jayne Fields,Mwanza,in nulla voluptate dolore deserunt Lorem qui ut quis , 14-06-2023 ,10,BR3803519232323247276576065W3,12-05-2023,3741 Glory Road,"Tennessee, USA "
Refined Soft Towels ,27,39,Terri.Ernser@yahoo.com,415-897-1517,Terri Ernser,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,38556,231 Jayne Fields,Mwanza,in nulla voluptate dolore deserunt Lorem qui ut quis , 14-06-2023 ,10,BR3803519232323247276576065W3,12-05-2023,3741 Glory Road,"Tennessee, USA "
Unbranded Metal Sausages ,96,88,Cary.Zboncak@gmail.com,741-215-8162,Cary Zboncak,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,38556,8236 O'Hara Glens,Moutsamoudou,ut laboris do enim culpa sunt nostrud tempor nulla Lorem sint aliqua culpa ex cillum eu exercitation ad magna , 15-06-2023 ,10,NL67RPUC9876715202,12-05-2023,3741 Glory Road,"Tennessee, USA "
Gorgeous Frozen Chair ,65,48,Cary.Zboncak@gmail.com,741-215-8162,Cary Zboncak,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,38556,8236 O'Hara Glens,Moutsamoudou,ut laboris do enim culpa sunt nostrud tempor nulla Lorem sint aliqua culpa ex cillum eu exercitation ad magna , 15-06-2023 ,10,NL67RPUC9876715202,12-05-2023,3741 Glory Road,"Tennessee, USA "
Awesome Frozen Chicken ,69,57,Cary.Zboncak@gmail.com,741-215-8162,Cary Zboncak,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,38556,8236 O'Hara Glens,Moutsamoudou,ut laboris do enim culpa sunt nostrud tempor nulla Lorem sint aliqua culpa ex cillum eu exercitation ad magna , 15-06-2023 ,10,NL67RPUC9876715202,12-05-2023,3741 Glory Road,"Tennessee, USA "
Fantastic Concrete Shirt ,101,82,Cary.Zboncak@gmail.com,741-215-8162,Cary Zboncak,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,38556,8236 O'Hara Glens,Moutsamoudou,ut laboris do enim culpa sunt nostrud tempor nulla Lorem sint aliqua culpa ex cillum eu exercitation ad magna , 15-06-2023 ,10,NL67RPUC9876715202,12-05-2023,3741 Glory Road,"Tennessee, USA "
Tasty Frozen Pizza ,42,92,Cary.Zboncak@gmail.com,741-215-8162,Cary Zboncak,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,38556,8236 O'Hara Glens,Moutsamoudou,ut laboris do enim culpa sunt nostrud tempor nulla Lorem sint aliqua culpa ex cillum eu exercitation ad magna , 15-06-2023 ,10,NL67RPUC9876715202,12-05-2023,3741 Glory Road,"Tennessee, USA "
Practical Cotton Sausages ,12,21,Kerry_Bergnaum@yahoo.com,189-052-5595,Kerry Bergnaum,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,38556,7470 DuBuque Plaza,Oranjestad,qui deserunt ex sint nostrud  laborum occaecat aliquip , 24-06-2023 ,10,CM2965582947879253825248669,12-05-2023,3741 Glory Road,"Tennessee, USA "
Gorgeous Metal Chair ,9,84,Kerry_Bergnaum@yahoo.com,189-052-5595,Kerry Bergnaum,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,38556,7470 DuBuque Plaza,Oranjestad,qui deserunt ex sint nostrud  laborum occaecat aliquip , 24-06-2023 ,10,CM2965582947879253825248669,12-05-2023,3741 Glory Road,"Tennessee, USA "
Awesome Metal Towels ,33,41,Kerry_Bergnaum@yahoo.com,189-052-5595,Kerry Bergnaum,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,38556,7470 DuBuque Plaza,Oranjestad,qui deserunt ex sint nostrud  laborum occaecat aliquip , 24-06-2023 ,10,CM2965582947879253825248669,12-05-2023,3741 Glory Road,"Tennessee, USA "
Generic Plastic Chips ,100,37,Kerry_Bergnaum@yahoo.com,189-052-5595,Kerry Bergnaum,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,38556,7470 DuBuque Plaza,Oranjestad,qui deserunt ex sint nostrud  laborum occaecat aliquip , 24-06-2023 ,10,CM2965582947879253825248669,12-05-2023,3741 Glory Road,"Tennessee, USA "
Ergonomic Soft Chair ,29,26,Kerry_Bergnaum@yahoo.com,189-052-5595,Kerry Bergnaum,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,38556,7470 DuBuque Plaza,Oranjestad,qui deserunt ex sint nostrud  laborum occaecat aliquip , 24-06-2023 ,10,CM2965582947879253825248669,12-05-2023,3741 Glory Road,"Tennessee, USA "
Practical Fresh Keyboard ,8,58,Kerry_Bergnaum@yahoo.com,189-052-5595,Kerry Bergnaum,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,38556,7470 DuBuque Plaza,Oranjestad,qui deserunt ex sint nostrud  laborum occaecat aliquip , 24-06-2023 ,10,CM2965582947879253825248669,12-05-2023,3741 Glory Road,"Tennessee, USA "
Ergonomic Granite Gloves ,65,42,Kerry_Bergnaum@yahoo.com,189-052-5595,Kerry Bergnaum,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,38556,7470 DuBuque Plaza,Oranjestad,qui deserunt ex sint nostrud  laborum occaecat aliquip , 24-06-2023 ,10,CM2965582947879253825248669,12-05-2023,3741 Glory Road,"Tennessee, USA "
Gorgeous Wooden Chair ,120,92,Kerry_Bergnaum@yahoo.com,189-052-5595,Kerry Bergnaum,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,38556,7470 DuBuque Plaza,Oranjestad,qui deserunt ex sint nostrud  laborum occaecat aliquip , 24-06-2023 ,10,CM2965582947879253825248669,12-05-2023,3741 Glory Road,"Tennessee, USA "
Practical Concrete Tuna ,61,32,Kerry_Bergnaum@yahoo.com,189-052-5595,Kerry Bergnaum,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,38556,7470 DuBuque Plaza,Oranjestad,qui deserunt ex sint nostrud  laborum occaecat aliquip , 24-06-2023 ,10,CM2965582947879253825248669,12-05-2023,3741 Glory Road,"Tennessee, USA "
Practical Granite Computer ,45,19,Candace3@yahoo.com,633-008-6596,Candace Gerhold,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,38556,533 Hintz Pine,Cotton Ground,et minim adipisicing magna  exercitation laborum laborum , 06-07-2023 ,10,DE05599409319446007186,12-05-2023,3741 Glory Road,"Tennessee, USA "
Fantastic Concrete Shoes ,46,34,Candace3@yahoo.com,633-008-6596,Candace Gerhold,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,38556,533 Hintz Pine,Cotton Ground,et minim adipisicing magna  exercitation laborum laborum , 06-07-2023 ,10,DE05599409319446007186,12-05-2023,3741 Glory Road,"Tennessee, USA "
Ergonomic Wooden Cheese ,59,41,Candace3@yahoo.com,633-008-6596,Candace Gerhold,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,38556,533 Hintz Pine,Cotton Ground,et minim adipisicing magna  exercitation laborum laborum , 06-07-2023 ,10,DE05599409319446007186,12-05-2023,3741 Glory Road,"Tennessee, USA "
Generic Fresh Shoes ,54,38,Candace3@yahoo.com,633-008-6596,Candace Gerhold,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,38556,533 Hintz Pine,Cotton Ground,et minim adipisicing magna  exercitation laborum laborum , 06-07-2023 ,10,DE05599409319446007186,12-05-2023,3741 Glory Road,"Tennessee, USA "
Tasty Plastic Fish ,97,29,Candace3@yahoo.com,633-008-6596,Candace Gerhold,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,38556,533 Hintz Pine,Cotton Ground,et minim adipisicing magna  exercitation laborum laborum , 06-07-2023 ,10,DE05599409319446007186,12-05-2023,3741 Glory Road,"Tennessee, USA "
Fantastic Wooden Car ,12,84,Candace3@yahoo.com,633-008-6596,Candace Gerhold,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,38556,533 Hintz Pine,Cotton Ground,et minim adipisicing magna  exercitation laborum laborum , 06-07-2023 ,10,DE05599409319446007186,12-05-2023,3741 Glory Road,"Tennessee, USA "
Awesome Cotton Pizza ,75,24,Don_Zulauf40@hotmail.com,110-825-4839,Don Zulauf,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,38556,121 Jacobs River,Port-Vila,laborum ipsum nostrud magna eu anim et est nisi fugiat quis , 14-06-2023 ,10,LU88437F3E6NU0JVAMNC,12-05-2023,3741 Glory Road,"Tennessee, USA "
Fantastic Soft Chair ,109,76,Don_Zulauf40@hotmail.com,110-825-4839,Don Zulauf,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,38556,121 Jacobs River,Port-Vila,laborum ipsum nostrud magna eu anim et est nisi fugiat quis , 14-06-2023 ,10,LU88437F3E6NU0JVAMNC,12-05-2023,3741 Glory Road,"Tennessee, USA "
Refined Plastic Pants ,120,46,Don_Zulauf40@hotmail.com,110-825-4839,Don Zulauf,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,38556,121 Jacobs River,Port-Vila,laborum ipsum nostrud magna eu anim et est nisi fugiat quis , 14-06-2023 ,10,LU88437F3E6NU0JVAMNC,12-05-2023,3741 Glory Road,"Tennessee, USA "
Unbranded Frozen Bike ,94,75,Don_Zulauf40@hotmail.com,110-825-4839,Don Zulauf,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,38556,121 Jacobs River,Port-Vila,laborum ipsum nostrud magna eu anim et est nisi fugiat quis , 14-06-2023 ,10,LU88437F3E6NU0JVAMNC,12-05-2023,3741 Glory Road,"Tennessee, USA "
Refined Concrete Shoes ,79,70,Don_Zulauf40@hotmail.com,110-825-4839,Don Zulauf,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,38556,121 Jacobs River,Port-Vila,laborum ipsum nostrud magna eu anim et est nisi fugiat quis , 14-06-2023 ,10,LU88437F3E6NU0JVAMNC,12-05-2023,3741 Glory Road,"Tennessee, USA "
Small Fresh Towels ,17,87,Don_Zulauf40@hotmail.com,110-825-4839,Don Zulauf,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,38556,121 Jacobs River,Port-Vila,laborum ipsum nostrud magna eu anim et est nisi fugiat quis , 14-06-2023 ,10,LU88437F3E6NU0JVAMNC,12-05-2023,3741 Glory Road,"Tennessee, USA "
Fantastic Frozen Soap ,26,68,Don_Zulauf40@hotmail.com,110-825-4839,Don Zulauf,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,38556,121 Jacobs River,Port-Vila,laborum ipsum nostrud magna eu anim et est nisi fugiat quis , 14-06-2023 ,10,LU88437F3E6NU0JVAMNC,12-05-2023,3741 Glory Road,"Tennessee, USA "
Tasty Granite Hat ,3,69,Don_Zulauf40@hotmail.com,110-825-4839,Don Zulauf,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,38556,121 Jacobs River,Port-Vila,laborum ipsum nostrud magna eu anim et est nisi fugiat quis , 14-06-2023 ,10,LU88437F3E6NU0JVAMNC,12-05-2023,3741 Glory Road,"Tennessee, USA "
Handmade Cotton Ball ,18,69,Don_Zulauf40@hotmail.com,110-825-4839,Don Zulauf,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,38556,121 Jacobs River,Port-Vila,laborum ipsum nostrud magna eu anim et est nisi fugiat quis , 14-06-2023 ,10,LU88437F3E6NU0JVAMNC,12-05-2023,3741 Glory Road,"Tennessee, USA "
Total Due $36168 ,0,0,Don_Zulauf40@hotmail.com,110-825-4839,Don Zulauf,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,38556,121 Jacobs River,Port-Vila,laborum ipsum nostrud magna eu anim et est nisi fugiat quis , 14-06-2023 ,10,LU88437F3E6NU0JVAMNC,12-05-2023,3741 Glory Road,"Tennessee, USA "
